unique_id,Datum,Omschrijving,Debet,Credit,boekjaar,Boekstuknummer,Actuele status,Factuurdatum,Factuurbedrag,Factuurnr leverancier,Betalingskenmerk,Bankrekening,Opdracht/contract gegevens
jul-2018 - jun-2019_10,15-08-2018,BELFOR Herstel lekdectectie (108118-1),"816,75",,jul-2018 - jun-2019,15,Geboekt - Betaald,15-08-2018,"€816,75",435176,0000000073435176,NL69BNPA0227909429,Waterleiding | Lekdetectie uitvoeren. Het lekt in de berging en men weet niet waar het vandaan komt.
jul-2018 - jun-2019_11,24-08-2018,GELDEREN Herstel ATD (110161-2),"56,99",,jul-2018 - jun-2019,16,Geboekt - Betaald,24-08-2018,"€56,99",182328,0000000081182328,NL78RABO0344749940,"Hang- en sluitwerk + drangers | Onze sleutel voor de ATD deur bij de liftportiek werkt niet meer. HIj past er wel in, maar de sleutel kan niet draaien. Het lijkt alsof de cilinder is aangepast, maar hebben wij geen nieuwe sleutels ontvangen. Ter info, deze sleutel gebruiken wij ook voor toegang tot de berging."
jul-2018 - jun-2019_12,03-09-2018,WALEVELD Levering naamplaatje (110833-1),"29,65",,jul-2018 - jun-2019,19,Geboekt - Betaald,03-09-2018,"€29,65",182623,0000000031182623,NL92RABO0307802000,Naamplaatjes | Naamplaatje plaatsen met tekst: Van Iersel
jul-2018 - jun-2019_13,03-09-2018,FEENSTRA - Inspectie rookgasafvoer(102621-1),"2.057,00",,jul-2018 - jun-2019,26,Geboekt - Betaald,03-09-2018,"€2.057,00",2080934,0000000902080934,NL12INGB0664496946,"Rookgasafvoer | Graag een vervolgonderzoek van de RGA uitvoeren. Hier is een mandaat van maximaal € 2.000,- voor opgenomen. JH"
jul-2018 - jun-2019_14,30-09-2018,GELDEREN Controleren en herstel kozijn (111396-2),"177,34",,jul-2018 - jun-2019,32,Geboekt - Betaald,30-09-2018,"€177,34",182633,0000000081182633,NL78RABO0344749940,Kozijnen / ramen / deuren | Houtrot - raamkozijn - Buitenzijde.
jul-2018 - jun-2019_15,01-10-2018,BREMAN - Herstel dakventilator (1130-109853-1),"349,44",,jul-2018 - jun-2019,36,Geboekt - Betaald,01-10-2018,"€349,44",VF03800158265,000034VF03800158,NL66RABO0323325572,-
jul-2018 - jun-2019_16,03-10-2018,YMERES. Herstel ATD (111192-1),"185,38",,jul-2018 - jun-2019,33,Geboekt - Betaald,03-10-2018,"€185,38",181384,0000000048181384,NL29INGB0004500201,Kozijnen / ramen / deuren | De onderkant van de houten atd is beschadigd (afgebladerd en beschadigingen op het hout).
jul-2018 - jun-2019_17,03-10-2018,YMERES. Herstel armaturen verlichting (111167-1),"163,51",,jul-2018 - jun-2019,34,Geboekt - Betaald,03-10-2018,"€163,51",181431,0000000048181431,NL29INGB0004500201,Algemene verlichting | Verlichting algemene ruimte eerste verdieping werk niet meer. AUB BELLEN als reparatie is uitgevoerd.
jul-2018 - jun-2019_18,12-10-2018,GELDEREN Herstel slot ATD (110623-1),"53,97",,jul-2018 - jun-2019,37,Geboekt - Betaald,12-10-2018,"€53,97",182825,0000000081182825,NL78RABO0344749940,"Hang- en sluitwerk + drangers | Slot: ATD slot, sleutel wil de cilinder niet in."
jul-2018 - jun-2019_19,12-10-2018,GELDEREN Herstel regenpijp(112267-1),"208,11",,jul-2018 - jun-2019,38,Geboekt - Betaald,12-10-2018,"€208,11",182838,0000000081182838,NL78RABO0344749940,Hemelwaterafvoer en goten | Regenpijp Regenpijp straatkant is aan de onderkant los van elkaar. Niet op elkaar aangesloten.
jul-2018 - jun-2019_20,16-10-2018,YMERES. Lichtoog afgesteld (112163-1),"118,28",,jul-2018 - jun-2019,39,Geboekt - Betaald,16-10-2018,"€118,28",181545,0000000048181545,NL29INGB0004500201,"Algemene verlichting | Licht: Verlichting gaat pas erg laat aan, ruim na zonsonder. Graag timer aanpassen."
jul-2018 - jun-2019_21,17-10-2018,BREMAN Herstel Ventilatie (mechanisch (111023-1),"646,14",,jul-2018 - jun-2019,40,Geboekt - Betaald,17-10-2018,"€646,14",VF03500293140,000035VF03500293,NL10RABO0323325513,Ventilatie (mechanisch / natuurlijk) | Ventilatie
jul-2018 - jun-2019_22,22-10-2018,HRT Herstel standleiding (112600-1),"378,06",,jul-2018 - jun-2019,41,Geboekt - Betaald,22-10-2018,"€378,06",71803358,0000005671803358,NL50RABO0126213518,Rioolvervanging | Graag werkbon met nummer 3920272/1/1 uitvoeren. Het betreft lekkage aan de standleiding.
jul-2018 - jun-2019_23,23-10-2018,GELDEREN Herstel regenpijp (112490-1),"210,04",,jul-2018 - jun-2019,42,Geboekt - Betaald,23-10-2018,"€210,04",182933,0000000081182933,NL78RABO0344749940,Hemelwaterafvoer en goten | Regenpijp
jul-2018 - jun-2019_24,31-10-2018,TEERENSTRA Herstel ATD(112781-1),"117,06",,jul-2018 - jun-2019,47,Geboekt - Betaald,31-10-2018,"€117,06",20181258,0000008620181258,NL80RABO0311981364,Hang- en sluitwerk + drangers | ATD (hout) - Slot - Defect
jul-2018 - jun-2019_25,01-11-2018,WALEVELD Herstel gevellekkage (108118-3),"1.120,04",,jul-2018 - jun-2019,48,Geboekt - Betaald,01-11-2018,"€1.120,04",183182,0000000031183182,NL92RABO0307802000,Waterleiding | Lekdetectie uitvoeren. Het lekt in de berging en men weet niet waar het vandaan komt.
jul-2018 - jun-2019_26,14-11-2018,YMERES Herstel ATD (112967-1),"44,07",,jul-2018 - jun-2019,52,Geboekt - Betaald,14-11-2018,"€44,07",181686,0000000048181686,NL29INGB0004500201,Kozijnen / ramen / deuren | De houten atd is kapotgetrapt. Het slot/ijzerwerk is volledig verbogen en de klink ligt eraf.
jul-2018 - jun-2019_27,15-11-2018,DELTA Onderzoek lekkage rookgasafvoer (113017-1),"1.020,50",,jul-2018 - jun-2019,51,Geboekt - Betaald,15-11-2018,"€1.020,50",1802795,0000000551802795,NL17RABO0324668449,Centrale verwarming | Rookgasafvoer: Waarschijnlijk lekkage uit de rookgasafvoer
jul-2018 - jun-2019_28,23-11-2018,GELDEREN Herstel balkondeur (112358-1),"1.237,83",,jul-2018 - jun-2019,53,Geboekt - Betaald,23-11-2018,"€1.237,83",183221,0000000081183221,NL78RABO0344749940,Kozijnen / ramen / deuren | Balkondeur: Balkondeur krom en tocht heel veel. Gaat om een hout deur stompen met dubbel glas Maat 201 half en 78 en onderkant hout hoogte is 55 tot glas
jul-2018 - jun-2019_29,28-11-2018,WALEVELD Levering naamplaatje (113873-1),"29,65",,jul-2018 - jun-2019,55,Geboekt - Betaald,28-11-2018,"€29,65",183455,0000000031183455,NL92RABO0307802000,Naamplaatjes | Naambordje: Graag naambordje als volgt bestellen (namen onder elkaar). Anja Waleson & Zinzy Geene
jul-2018 - jun-2019_30,29-11-2018,GELDEREN Herstel verstopping balkon(113493-1),"67,81",,jul-2018 - jun-2019,56,Geboekt - Betaald,29-11-2018,"€67,81",183248,0000000081183248,NL78RABO0344749940,Galerijen en balkons | Balkon
jul-2018 - jun-2019_31,17-12-2018,v.Gelderen Herstel Kozijnen overig (113877-1),"206,21",,jul-2018 - jun-2019,59,Geboekt - Betaald,17-12-2018,"€206,21",183409,0000000081183409,NL78RABO0344749940,Kozijnen overig (kunststof e.d.) | ramen
jul-2018 - jun-2019_32,27-12-2018,HRT Herstel Rioolinspectie 29-10-18 (112600-2),"418,26",,jul-2018 - jun-2019,60,Geboekt - Betaald,27-12-2018,"€418,26",71804234,0000005671804234,NL50RABO0126213518,Rioolinspectie | Graag werkbon met nummer 3920272/1/1 uitvoeren. Het betreft lekkage aan de standleiding.
jul-2018 - jun-2019_33,07-01-2019,Waleveld rep tegel galerijvloer 27-12-18(114896-1),"122,75",,jul-2018 - jun-2019,62,Geboekt - Betaald,07-01-2019,"€122,75",190030,0000000031190030,NL92RABO0307802000,Wanden / plafonds / vloeren | Tegel-galerij-stuk
jul-2018 - jun-2019_34,08-01-2019,SIBERG Herstel intercom (114444-1),"92,24",,jul-2018 - jun-2019,64,Geboekt - Betaald,08-01-2019,"€92,24",8190062,0000000428190062,NL94INGB0004963467,Intercom / bellen (incl. elektrische deuropeners) | intercom - werkt niet
jul-2018 - jun-2019_35,18-01-2019,GELDEREN Herstel ATD portiek (115188-1),"90,69",,jul-2018 - jun-2019,68,Geboekt - Betaald,18-01-2019,"€90,69",190090,0000000081190090,NL78RABO0344749940,Hang- en sluitwerk + drangers | ATD - dranger
jul-2018 - jun-2019_36,01-02-2019,GELDEREN Herstel ATD (115458-1),"272,72",,jul-2018 - jun-2019,72,Geboekt - Betaald,01-02-2019,"€272,72",190264,0000000081190264,NL78RABO0344749940,"Hang- en sluitwerk + drangers | ATD sumatraplantsoen 20-22 sluit niet/ niet goed. Slot is schuin/ kapot gebroken, graag zsm repareren ivm inbraakrisico."
jul-2018 - jun-2019_37,13-02-2019,WALEVELD Herstel gevellekkage(109342-3),"1.145,66",,jul-2018 - jun-2019,74,Geboekt - Betaald,13-02-2019,"€1.145,66",190578,0000000031190578,NL92RABO0307802000,"Gevels | Lekkage - Buitenmuur - Slaapkamer De binnenkant van de buitenmuur (Slaapkamer- en keukenmuur) geeft lekkage, mogelijk afkomstig van de dakgoot."
jul-2018 - jun-2019_38,01-03-2019,GELDEREN Herstel vensterbanken (116999-1),"365,58",,jul-2018 - jun-2019,82,Geboekt - Betaald,01-03-2019,"€365,58",190662,0000000081190662,NL78RABO0344749940,Wanden / plafonds / vloeren | Vensterbanken: In het trappenhuis ter hoogte van het Sumatraplantsoen 36-d zijn drie van de vier vensterbanken kapot.
jul-2018 - jun-2019_39,01-03-2019,GELDEREN Herstel WTD(116921-1),"87,06",,jul-2018 - jun-2019,81,Geboekt - Betaald,01-03-2019,"€87,06",190653,0000000081190653,NL78RABO0344749940,Hang- en sluitwerk + drangers | WTD - deurklink
jul-2018 - jun-2019_40,19-03-2019,WALEVELD Herstel lekkage raam (117405-1),"389,26",,jul-2018 - jun-2019,86,Geboekt - Betaald,19-03-2019,"€389,26",191014,0000000031191014,NL92RABO0307802000,Gevels | Lekkage : Via het raam / buitenmuur. 1 ¿ voor slaapkamer bij Martijn Zurel thuis 2 ¿ voor de buitenmuur in het trappenhuis
jul-2018 - jun-2019_41,20-03-2019,SOS Herstel schuifraam (117768-1),"119,79",,jul-2018 - jun-2019,87,Geboekt - Betaald,20-03-2019,"€119,79",19001769,0000001219001769,NL42RABO0393531015,Kozijnen / ramen / deuren | Schuifraam-Woonkamer-Sluit niet
jul-2018 - jun-2019_42,28-03-2019,WALEVELD Herstel lekkage buitenmuur (117993-1),"103,99",,jul-2018 - jun-2019,89,Geboekt - Betaald,28-03-2019,"€103,99",191168,0000000031191168,NL92RABO0307802000,Gevels | Gevel: Bewoner geeft aan dat het nu aan de onderzijde van de buitenmuur aan het lekken is.
jul-2018 - jun-2019_43,18-04-2019,SIBERG Armatuur vervangen(115844-1),"242,58",,jul-2018 - jun-2019,98,Geboekt - Betaald,18-04-2019,"€242,58",8191186,0000000958191186,NL94INGB0004963467,Algemene verlichting | verlichting-alg ruimte-defect
jul-2018 - jun-2019_44,26-04-2019,SKK Herstel raam wk (118756-1),"187,80",,jul-2018 - jun-2019,95,Geboekt - Betaald,26-04-2019,"€187,80",VF2019-13057,000087VF2019-130,NL50RABO0326198903,Kozijnen overig (kunststof e.d.) | Raam/ kozijn (kunstof/ PH) - 3x aan voorzijde - tochten/ sluit niet goed af.
jul-2018 - jun-2019_45,10-05-2019,GELDEREN Herstel Kozijnen / ramen / deu (118574-1),"530,20",,jul-2018 - jun-2019,100,Geboekt - Betaald,10-05-2019,"€530,20",191413,0000000081191413,NL78RABO0344749940,Kozijnen / ramen / deuren | Lekkage - kozijnen - achterzijde woning.
jul-2018 - jun-2019_46,14-06-2019,GELDEREN Herstel Hang- en sluitwerk + d (119947-1),"125,21",,jul-2018 - jun-2019,107,Geboekt - Betaald,14-06-2019,"€125,21",191735,0000000081191735,NL78RABO0344749940,Hang- en sluitwerk + drangers | ATDs - openen slecht - nazien/ herstellen
jul-2018 - jun-2019_47,25-06-2019,GELDEREN Herstel Galerijen en balkons (120111-1),"222,64",,jul-2018 - jun-2019,109,Geboekt - Betaald,25-06-2019,"€222,64",191848,0000000081191848,NL78RABO0344749940,Galerijen en balkons | Houtrot - balkon - voor-/ achterzijde
jul-2018 - jun-2019_48,30-06-2019,Omboeking gemaakte kosten herstel trappenhuis,,"616,75",jul-2018 - jun-2019,,,,,,,,
