unique_id,Datum,Omschrijving,Debet,Credit,boekjaar,Boekstuknummer,Actuele status,Factuurdatum,Factuurbedrag,Factuurnr leverancier,Betalingskenmerk,Bankrekening,Opdracht/contract gegevens
jul-2021 - jun-2022_29,02-11-2021,GELDEREN MOLUKSTR515 herstel balkon (148151-1),"92,64",,jul-2021 - jun-2022,55,Geboekt - Betaald,02-11-2021,"€92,64",215481,0000000081215481,NL78RABO0344749940,Hang- en sluitwerk + drangers | Balkondeur - hout - tocht/krom
jul-2021 - jun-2022_30,02-11-2021,GELDEREN Herstel regenpijp(147604-1),"240,05",,jul-2021 - jun-2022,54,Geboekt - Betaald,02-11-2021,"€240,05",215475,0000000081215475,NL78RABO0344749940,Hemelwaterafvoer en goten | Regenpijp - gebroken - lekt
jul-2021 - jun-2022_31,16-11-2021,SIBERG MOLUK.ST545 Herstel Intercom 148196-1),"68,72",,jul-2021 - jun-2022,58,Geboekt - Betaald,16-11-2021,"€68,72",8212560,0000000428212560,NL94INGB0004963467,Intercom / bellen (incl. elektrische deuropeners) | Intercom - herstellen
jul-2021 - jun-2022_32,18-11-2021,BREMAN Herstel Ventilatie (mechanisch (141300-3),"2.573,14",,jul-2021 - jun-2022,59,Geboekt - Betaald,18-11-2021,"€2.573,14",VF03800356970,000034VF03800356,NL66RABO0323325572,Ventilatie (mechanisch / natuurlijk) | MV werkt niet goed
jul-2021 - jun-2022_33,23-11-2021,SIBERG Herstel schakelaar(148694-1),"68,72",,jul-2021 - jun-2022,60,Geboekt - Betaald,23-11-2021,"€68,72",8212648,0000000428212648,NL94INGB0004963467,Algemene verlichting | Verlichting - Tijdschakelaar
jul-2021 - jun-2022_34,24-11-2021,GELDEREN TIDORESTR110 herstel brievenbus(149569-1),"192,09",,jul-2021 - jun-2022,61,Geboekt - Betaald,24-11-2021,"€192,09",215962,0000000081215962,NL78RABO0344749940,Hang- en sluitwerk + drangers | Slot - brievenbus - herstellen
jul-2021 - jun-2022_35,24-11-2021,GELDEREN Herstel atd berging (149617-1),"92,64",,jul-2021 - jun-2022,62,Geboekt - Betaald,24-11-2021,"€92,64",215964,0000000081215964,NL78RABO0344749940,Kozijnen / ramen / deuren | Bergingsdeur - Hout - Herstellen
jul-2021 - jun-2022_36,29-11-2021,ELBOUW Nazien verlichting (150372-1),"64,96",,jul-2021 - jun-2022,64,Geboekt - Betaald,29-11-2021,"€64,96",132503/211149,000008132503/211,NL85INGB0697711536,Algemene verlichting | Algemene verlcihting - Stuk
jul-2021 - jun-2022_37,30-11-2021,BREMAN Herstel Ventilatie (mechanisch (146195-1),"1.900,00",,jul-2021 - jun-2022,63,Geboekt - Betaald,30-11-2021,"€1.900,00",VF03800363106,000034VF03800363,NL66RABO0323325572,Ventilatie (mechanisch / natuurlijk) | MV - dak - geluid
jul-2021 - jun-2022_38,30-11-2021,GELDEREN TIDORESTR128 Herstel Kozijnen(148792-1),"575,37",,jul-2021 - jun-2022,66,Geboekt - Betaald,30-11-2021,"€575,37",216081,0000000081216081,NL78RABO0344749940,Kozijnen / ramen / deuren | Kozijn - keuken - houtrot
jul-2021 - jun-2022_39,07-12-2021,BREMAN TIDORE96 Herst. mech. ven (143682-1),"364,21",,jul-2021 - jun-2022,68,Geboekt - Betaald,07-12-2021,"€364,21",VF03800364931,000034VF03800364,NL66RABO0323325572,Ventilatie (mechanisch / natuurlijk) | Mechanische ventilatie - defect
jul-2021 - jun-2022_40,07-12-2021,BREMAN SUMATRA229A Herstel mech. Vent (143062-1),"26,98",,jul-2021 - jun-2022,67,Geboekt - Betaald,07-12-2021,"€26,98",VF03800364880,000034VF03800364,NL66RABO0323325572,Ventilatie (mechanisch / natuurlijk) | Ventilatie - geuroverlast
jul-2021 - jun-2022_41,14-12-2021,SIBERG Herstel schakelaar (149613-1),"67,59",,jul-2021 - jun-2022,71,Geboekt - Betaald,14-12-2021,"€67,59",8212927,0000000428212927,NL94INGB0004963467,Algemene verlichting | Verlichting - Trappenhuis - Tijdschakelaar
jul-2021 - jun-2022_42,14-12-2021,HRT TIDORESTR122 Herstel Rioolvervanging(150052-1),"749,06",,jul-2021 - jun-2022,72,Geboekt - Betaald,14-12-2021,"€749,06",72105715,0000005672105715,NL50RABO0126213518,"Rioolvervanging | Hwa, RRS, rapportage."
jul-2021 - jun-2022_43,21-12-2021,GELDEREN MULUSTR425Herstel Waterleiding (147764-1),"178,16",,jul-2021 - jun-2022,74,Geboekt - Betaald,21-12-2021,"€178,16",216546,0000000081216546,NL78RABO0344749940,Waterleiding | Lekkage - Berging - Onbekend
jul-2021 - jun-2022_44,21-12-2021,GELDEREN SUMATSTR229A herstel kruipruim (149622-1),"208,92",,jul-2021 - jun-2022,75,Geboekt - Betaald,21-12-2021,"€208,92",216562,0000000081216562,NL78RABO0344749940,Funderingen en kelders | Schimmel in kruipruimte.
jul-2021 - jun-2022_45,23-12-2021,BOUWZORG herstel ATD (150872-1),"129,82",,jul-2021 - jun-2022,115,Geboekt - Betaald,23-12-2021,"€129,82",7213755,0000001047213755,NL40INGB0650467817,Hang- en sluitwerk + drangers | ATD - Bergingen - Slot
jul-2021 - jun-2022_46,27-12-2021,SOS SUMATR221B Herstel btd (151322-1),"149,87",,jul-2021 - jun-2022,76,Geboekt - Betaald,27-12-2021,"€149,87",21008427,0000001221008427,NL42RABO0393531015,Kozijnen / ramen / deuren | Deur - Klemt - Priveberging
jul-2021 - jun-2022_47,30-12-2021,GELDEREN Herstel ATD (151206-1),"240,89",,jul-2021 - jun-2022,80,Geboekt - Betaald,30-12-2021,"€240,89",216735,0000000081216735,NL78RABO0344749940,Hang- en sluitwerk + drangers | ATD - hoofdingang - slot
jul-2021 - jun-2022_48,30-12-2021,GELDEREN SUMATR229A Herstel HWA (149161-1),"135,08",,jul-2021 - jun-2022,79,Geboekt - Betaald,30-12-2021,"€135,08",216709,0000000081216709,NL78RABO0344749940,Hemelwaterafvoer en goten | HWA - lekkage
jul-2021 - jun-2022_49,31-12-2021,RRS Hoge waterdruk werkzaamheden(56408-1),"250,62",,jul-2021 - jun-2022,83,Geboekt - Betaald,31-12-2021,"€250,62",2160259,-,NL93RABO0102353654,Rioolontstopping | Preventief reinigen van de afvoerleiding conform offerte 20.14.353 d.d. 25 augustus 2014. 1malige opdracht voor reinigen per direct en in december 2014.
jul-2021 - jun-2022_50,07-01-2022,SIBERG Herstel bellen(150216-1),"70,86",,jul-2021 - jun-2022,85,Geboekt - Betaald,07-01-2022,"€70,86",8220063,0000000428220063,NL94INGB0004963467,Intercom / bellen (incl. elektrische deuropeners) | Intercom - bel -stuk
jul-2021 - jun-2022_51,12-01-2022,BOUWZORG MOLUKSTR553 Herstel lekkage(150589-1),"257,33",,jul-2021 - jun-2022,87,Geboekt - Betaald,12-01-2022,"€257,33",7220019,0000001047220019,NL40INGB0650467817,Gevels | Berging - Lekkage - Buitenmuur
jul-2021 - jun-2022_52,26-01-2022,UNIGLAS MOLUKSTR419 Herstel ventilatierooster,"565,97",,jul-2021 - jun-2022,92,Geboekt - Betaald,26-01-2022,"€565,97",VUG2200966,000105VUG2200966,NL44INGB0672122413,-
jul-2021 - jun-2022_53,27-01-2022,SIBERG SUMATRASTR219D Herstel bellen151029-1),"79,27",,jul-2021 - jun-2022,91,Geboekt - Betaald,27-01-2022,"€79,27",8220272,0000000428220272,NL94INGB0004963467,Intercom / bellen (incl. elektrische deuropeners) | Bel - ATD - werkt niet goed
jul-2021 - jun-2022_54,02-02-2022,GELDEREN Herstel ATD (151741-1),"92,64",,jul-2021 - jun-2022,95,Geboekt - Betaald,02-02-2022,"€92,64",220441,0000000081220441,NL78RABO0344749940,Hang- en sluitwerk + drangers | ATD - Deurdranger
jul-2021 - jun-2022_55,11-02-2022,BOUWZORG Herstel ATD bergingen(152642-2),"148,76",,jul-2021 - jun-2022,97,Geboekt - Betaald,11-02-2022,"€148,76",7220394,0000001047220394,NL40INGB0650467817,Kozijnen / ramen / deuren | ATD - Sluiting
jul-2021 - jun-2022_56,11-02-2022,BOUWZORG Herstel ATD (152642-1),"90,40",,jul-2021 - jun-2022,98,Geboekt - Betaald,11-02-2022,"€90,40",7220395,0000001047220395,NL40INGB0650467817,Kozijnen / ramen / deuren | ATD - Sluiting
jul-2021 - jun-2022_57,04-03-2022,SIBERG SUMATRASTR229A herstel intercom (152437-1),"71,76",,jul-2021 - jun-2022,103,Geboekt - Betaald,04-03-2022,"€71,76",8220655,0000000428220655,NL94INGB0004963467,Intercom / bellen (incl. elektrische deuropeners) | Intercom - Bel - Deuropener
jul-2021 - jun-2022_58,11-03-2022,BOUWZORG Herstel ATD (153940-1),"170,06",,jul-2021 - jun-2022,105,Geboekt - Betaald,11-03-2022,"€170,06",7220807,0000001047220807,NL40INGB0650467817,Hang- en sluitwerk + drangers | ATD - Deurdranger - Berging
jul-2021 - jun-2022_59,11-03-2022,KBK TIDORESTR110 Herstel Gevels (149698-1),"778,92",,jul-2021 - jun-2022,106,Geboekt - Betaald,11-03-2022,"€778,92",202203328,0000077202203328,NL90INGB0680693572,Gevels | Buitengevel - Vocht - Keuken
jul-2021 - jun-2022_60,17-03-2022,GELDEREN MOLUKSTR515 Herstel raam(150898-1),"457,20",,jul-2021 - jun-2022,108,Geboekt - Betaald,17-03-2022,"€457,20",221164,0000000081221164,NL78RABO0344749940,Kozijnen / ramen / deuren | Raam - sluit niet
jul-2021 - jun-2022_61,22-03-2022,RRS Herstel Rioolvervanging(152786-1),"480,13",,jul-2021 - jun-2022,109,Geboekt - Betaald,22-03-2022,"€480,13",2216582,-,NL93RABO0102353654,Rioolvervanging | Standleiding reinigen
jul-2021 - jun-2022_62,24-03-2022,GELDEREN SUMATRAPL24D Herstel deur sl.k (152761-1),"154,15",,jul-2021 - jun-2022,110,Geboekt - Betaald,24-03-2022,"€154,15",221352,0000000081221352,NL78RABO0344749940,Kozijnen / ramen / deuren | Buitendeur - Hout - Klemt
jul-2021 - jun-2022_63,29-03-2022,GELDEREN SUMATRAPL32C Herstel raam (153020-1),"154,15",,jul-2021 - jun-2022,113,Geboekt - Betaald,29-03-2022,"€154,15",221410,0000000081221410,NL78RABO0344749940,Kozijnen / ramen / deuren | Raam - Hout - Lekkage Water komt in drie slaapkamers naar binnen als het hard regent. Graag na zien en herstellen.
jul-2021 - jun-2022_64,30-03-2022,DeGlaslijn Trid92 slotje PH raam,"29,48",,jul-2021 - jun-2022,142,Geboekt - Betaald,30-03-2022,"€29,48",50119166,0000010850119166,NL20RABO0334283132,-
jul-2021 - jun-2022_65,31-03-2022,RRS Herstel Rioolinspectie (152337-1),"246,19",,jul-2021 - jun-2022,116,Geboekt - Betaald,31-03-2022,"€246,19",2218470,-,NL93RABO0102353654,Rioolinspectie | Afvoer - Verstopping - Camerainspectie
jul-2021 - jun-2022_66,04-04-2022,GELDEREN TIDORESTR106 herstel WTD (152708-1),"222,32",,jul-2021 - jun-2022,118,Geboekt - Betaald,04-04-2022,"€222,32",221520,0000000081221520,NL78RABO0344749940,Kozijnen / ramen / deuren | WTD - hout - slot
jul-2021 - jun-2022_67,04-04-2022,SIBERG nazien verlichting (154314-1),"70,62",,jul-2021 - jun-2022,117,Geboekt - Betaald,04-04-2022,"€70,62",8220999,0000000428220999,NL94INGB0004963467,Algemene verlichting | Algemene Ruimte - Verlichting - Defect
jul-2021 - jun-2022_68,05-04-2022,SIBERG MOLUKSTR541 Herstel bellen(154079-1),"84,10",,jul-2021 - jun-2022,119,Geboekt - Betaald,05-04-2022,"€84,10",8221028,0000000428221028,NL94INGB0004963467,Intercom / bellen (incl. elektrische deuropeners) | Bel - Defect
jul-2021 - jun-2022_69,12-04-2022,SOS herstel slot ATD (155250-1),"117,01",,jul-2021 - jun-2022,122,Geboekt - Betaald,12-04-2022,"€117,01",22002263,0000001222002263,NL42RABO0393531015,Hang- en sluitwerk + drangers | SPOED - ATD - Slot
jul-2021 - jun-2022_70,13-04-2022,SOS SUMATRAPL22A Herstel WCAFVOER(155511-2),"708,43",,jul-2021 - jun-2022,124,Geboekt - Betaald,13-04-2022,"€708,43",22002322,0000001222002322,NL42RABO0393531015,Rioolvervanging | Scheur - toiletafvoer
jul-2021 - jun-2022_71,21-04-2022,BOUWZORG Herstel ATD (155087-1),"358,50",,jul-2021 - jun-2022,125,Geboekt - Betaald,21-04-2022,"€358,50",7221254,0000001047221254,NL40INGB0650467817,Hang- en sluitwerk + drangers | ATD - dranger - kelder
jul-2021 - jun-2022_72,22-04-2022,BREMAN MOLSTR453 Herstel Mech Ventilatie(143769-2),"1.148,92",,jul-2021 - jun-2022,127,Geboekt - Betaald,22-04-2022,"€1.148,92",VF03800399234,000034VF03800399,NL66RABO0323325572,Ventilatie (mechanisch / natuurlijk) | Ventilatie - defect Bon op basis van ongelijkheid
jul-2021 - jun-2022_73,25-04-2022,WALEVELD MOLUKSTR489 Naamplaatje(155033-1),"34,49",,jul-2021 - jun-2022,126,Geboekt - Betaald,25-04-2022,"€34,49",22-20885,0000010222-20885,NL92RABO0307802000,Naamplaatjes | naamplaatje plaatsen
jul-2021 - jun-2022_74,30-04-2022,GELDEREN MOLUKSTR515 Herstel balkon (148151-2),"1.843,13",,jul-2021 - jun-2022,128,Geboekt - Betaald,30-04-2022,"€1.843,13",221703,0000000081221703,NL78RABO0344749940,Hang- en sluitwerk + drangers | Balkondeur - hout - tocht/krom
jul-2021 - jun-2022_75,30-04-2022,GELDEREN MOLUKSTR523 Herstel balkondeur (145720-3),"1.302,51",,jul-2021 - jun-2022,129,Geboekt - Betaald,30-04-2022,"€1.302,51",221704,0000000081221704,NL78RABO0344749940,Kozijnen / ramen / deuren | Offerte
jul-2021 - jun-2022_76,02-05-2022,CONSOLIDATED Herstel Dakonderhoud (153778-1),"255,12",,jul-2021 - jun-2022,131,Geboekt - Betaald,02-05-2022,"€255,12",VFCN2203774,000082VFCN220377,NL23INGB0679028609,Dakonderhoud | Afkapping ¿ RGA - Lekkage
jul-2021 - jun-2022_77,19-05-2022,BOUWZORG Herstel ATD (156215-1),"131,36",,jul-2021 - jun-2022,136,Geboekt - Betaald,19-05-2022,"€131,36",7221580,0000001047221580,NL40INGB0650467817,Hang- en sluitwerk + drangers | ATD - Dranger
jul-2021 - jun-2022_78,22-05-2022,GELDEREN Herstel Funderingen en kelders(149622-2),"1.847,57",,jul-2021 - jun-2022,137,Geboekt - Betaald,22-05-2022,"€1.847,57",221850,0000000081221850,NL78RABO0344749940,Funderingen en kelders | Schimmel in kruipruimte.
jul-2021 - jun-2022_79,09-06-2022,BOUWZORG SUMA.PL38A Herstel raam (156431-1),"262,26",,jul-2021 - jun-2022,144,Geboekt - Betaald,09-06-2022,"€262,26",7221726,0000001047221726,NL40INGB0650467817,Kozijnen / ramen / deuren | lekkage - raam - hout
jul-2021 - jun-2022_80,09-06-2022,BOUWZORG SUMA.PL38A Herstel balkondeur (156432-1),"327,04",,jul-2021 - jun-2022,143,Geboekt - Betaald,09-06-2022,"€327,04",7221727,0000001047221727,NL40INGB0650467817,Kozijnen / ramen / deuren | deur - balkon - opent niet
jul-2021 - jun-2022_81,10-06-2022,BREMAN Dakvent + kan.reinig,"11,37",,jul-2021 - jun-2022,146,Geboekt - Betaald,10-06-2022,"€11,37",VF03800407123,000034VF03800407,NL66RABO0323325572,-
jul-2021 - jun-2022_82,10-06-2022,BREMAN MOLUKST487 Davent+kan.rein,"45,86",,jul-2021 - jun-2022,147,Geboekt - Betaald,10-06-2022,"€45,86",VF03800407125,000034VF03800407,NL66RABO0323325572,-
jul-2021 - jun-2022_83,10-06-2022,BREMAN Dakvent + kan.reinig,"22,75",,jul-2021 - jun-2022,145,Geboekt - Betaald,10-06-2022,"€22,75",VF03800407124,000034VF03800407,NL66RABO0323325572,-
jul-2021 - jun-2022_84,22-06-2022,WALEVELD SUMATR221F Herstel Postkasten (157193-1),"121,38",,jul-2021 - jun-2022,149,Geboekt - Betaald,22-06-2022,"€121,38",22-21292,0000003122-21292,NL92RABO0307802000,Postkasten | Brievenbus - Verwijderen
jul-2021 - jun-2022_85,23-06-2022,BOUWZORG SUMATPL32A Herstel Ramen (156716-1),"332,15",,jul-2021 - jun-2022,150,Geboekt - Betaald,23-06-2022,"€332,15",7221943,0000001047221943,NL40INGB0650467817,Kozijnen / ramen / deuren | Lekkage - hout - raam
jul-2021 - jun-2022_86,30-06-2022,WALEVELD MOLUKSTSR525 Naamplaatjes(157148-1),"34,49",,jul-2021 - jun-2022,152,Geboekt - Betaald,30-06-2022,"€34,49",22-21324,0000010222-21324,NL92RABO0307802000,Naamplaatjes | naamplaatje plaatsen
