unique_id,Datum,Omschrijving,Debet,Credit,boekjaar,Boekstuknummer,Actuele status,Factuurdatum,Factuurbedrag,Factuurnr leverancier,Betalingskenmerk,Bankrekening,Opdracht/contract gegevens
jul-2022 - jun-2023_10,04-08-2022,BREMAN Dakvent + Kan.reinigen,"22,75",,jul-2022 - jun-2023,15,Geboekt - Betaald,04-08-2022,"€22,75",VF03800421495,000034VF03800421,NL66RABO0323325572,-
jul-2022 - jun-2023_11,04-08-2022,BREMAN Herstel Ventilatie (mechanisch145809-1),"38,96",,jul-2022 - jun-2023,13,Geboekt - Betaald,04-08-2022,"€38,96",VF03800421457,000034VF03800421,NL66RABO0323325572,Ventilatie (mechanisch / natuurlijk) | MV - Woning - Defect
jul-2022 - jun-2023_12,23-08-2022,DELTA Herstel Waterleiding (158227-1),"150,20",,jul-2022 - jun-2023,19,Geboekt - Betaald,23-08-2022,"€150,20",2202069,0000000552202069,NL17RABO0324668449,Waterleiding | Algemene ruimte - Hal - Lekkage
jul-2022 - jun-2023_13,29-08-2022,RRS SUMSTR32B Herstel Rioolinspectie (159233-1),"869,19",,jul-2022 - jun-2023,21,Geboekt - Betaald,29-08-2022,"€869,19",2242615,-,NL93RABO0102353654,Rioolinspectie | standleiding - inspectie - reinigen
jul-2022 - jun-2023_14,05-09-2022,SOS Herstel Calamiteiten (159721-1),"285,79",,jul-2022 - jun-2023,24,Geboekt - Betaald,05-09-2022,"€285,79",22005840,0000001222005840,NL42RABO0393531015,Calamiteiten | Lekkage - Afvoer - RGA
jul-2022 - jun-2023_15,07-09-2022,GEEL Herstel ATD(159466-1),"95,29",,jul-2022 - jun-2023,26,Geboekt - Betaald,07-09-2022,"€95,29",202205506,0000109202205506,NL15INGB0655815198,Hang- en sluitwerk + drangers | ATD - Slot - Defect
jul-2022 - jun-2023_16,07-09-2022,GEEL Herstel ATD (159542-1),"127,05",,jul-2022 - jun-2023,25,Geboekt - Betaald,07-09-2022,"€127,05",202205508,0000109202205508,NL15INGB0655815198,Hang- en sluitwerk + drangers | ATD - Cilinder - Defect
jul-2022 - jun-2023_17,09-09-2022,DELTA MOLUKSTR415 Onderzoek lekkage (158597-2),"86,27",,jul-2022 - jun-2023,29,Geboekt - Betaald,09-09-2022,"€86,27",2202189,0000000552202189,NL17RABO0324668449,Waterleiding | Lekkage berging Sinds gister forse lekkage in berging
jul-2022 - jun-2023_18,19-09-2022,RRS MOLUKSTR511 Herstel Rioolinspectie (159640-1),"125,44",,jul-2022 - jun-2023,32,Geboekt - Betaald,19-09-2022,"€125,44",2245312,-,NL93RABO0102353654,Rioolinspectie | Inspectie - Camera - Werkbon
jul-2022 - jun-2023_19,19-09-2022,RRS MOLUKSTR509 Herstel Rioolinspectie(155106-3),"124,07",,jul-2022 - jun-2023,33,Geboekt - Betaald,19-09-2022,"€124,07",2245311,-,NL93RABO0102353654,Rioolinspectie | Standleidingen - Reinigen
jul-2022 - jun-2023_20,22-09-2022,BOUWZORG Herstel slot berging (158926-1),"561,17",,jul-2022 - jun-2023,35,Geboekt - Betaald,22-09-2022,"€561,17",7222822,0000001047222822,NL40INGB0650467817,Hang- en sluitwerk + drangers | ATD - Bergingen - Slot
jul-2022 - jun-2023_21,22-09-2022,BOUWZORG TIDORESTR114 Herstel raam (159764-1),"227,05",,jul-2022 - jun-2023,36,Geboekt - Betaald,22-09-2022,"€227,05",7222823,0000001047222823,NL40INGB0650467817,Kozijnen / ramen / deuren | Raam - Hout - Slaapkamer
jul-2022 - jun-2023_22,23-09-2022,BOUW-Herstel Hang- en sluitwerk (160107-1),"132,29",,jul-2022 - jun-2023,37,Geboekt - Betaald,23-09-2022,"€132,29",7222847,0000001047222847,NL40INGB0650467817,Hang- en sluitwerk + drangers | ATD -dranger - afstellen
jul-2022 - jun-2023_23,27-09-2022,YMERE-Herstel Sleutelsymere(160249-1),"130,53",,jul-2022 - jun-2023,38,Geboekt - Betaald,27-09-2022,"€130,53",PF000010145,000048PF00001014,NL29INGB0004500201,Sleutelsymere | Slot - ATD
jul-2022 - jun-2023_24,30-09-2022,BOUW-Herstel Hemelwaterafvoer(159984-1),"414,33",,jul-2022 - jun-2023,40,Geboekt - Betaald,30-09-2022,"€414,33",7222965,0000001047222965,NL40INGB0650467817,Hemelwaterafvoer en goten | HWA - lekkage - bij dak
jul-2022 - jun-2023_25,14-10-2022,SIBER-Herstel Intercom / bellen (159985-1),"172,55",,jul-2022 - jun-2023,42,Geboekt - Betaald,14-10-2022,"€172,55",8222537,0000000428222537,NL94INGB0004963467,Intercom / bellen (incl. elektrische deuropeners) | Intercom - bel - stuk
jul-2022 - jun-2023_26,18-10-2022,Omboeking IF SOS 21005430 31-8-2021,,"123,40",jul-2022 - jun-2023,,,,,,,,
jul-2022 - jun-2023_27,19-10-2022,GLASLIJN SUMASTR221A Voorrijkosten(155093-1),"60,04",,jul-2022 - jun-2023,43,Geboekt - Betaald,19-10-2022,"€60,04",50121846,0000010850121846,NL20RABO0334283132,Glasschade | Ruiten gebroken in de woonkamer.
jul-2022 - jun-2023_28,20-10-2022,RRS Herstel Rioolinspectie (159721-2),"314,65",,jul-2022 - jun-2023,45,Geboekt - Betaald,20-10-2022,"€314,65",2250718,-,NL93RABO0102353654,Rioolinspectie | Lekkage - Afvoer - RGA
jul-2022 - jun-2023_29,03-11-2022,GEEL Herstel ATD(159466-2),"444,74",,jul-2022 - jun-2023,48,Geboekt - Betaald,03-11-2022,"€444,74",202206824,0000109202206824,NL15INGB0655815198,Kozijnen / ramen / deuren | ATD - Slot - Defect
jul-2022 - jun-2023_30,05-11-2022,DELTA Herstel Waterleiding (158597-1),"129,00",,jul-2022 - jun-2023,49,Geboekt - Betaald,05-11-2022,"€129,00",2202806,0000000552202806,NL17RABO0324668449,Waterleiding | Lekkage berging Sinds gister forse lekkage in berging
jul-2022 - jun-2023_31,05-11-2022,DELTA MOLUKSTR441 Herstel Waterleiding (159743-1),"163,56",,jul-2022 - jun-2023,50,Geboekt - Betaald,05-11-2022,"€163,56",2202807,0000000552202807,NL17RABO0324668449,Waterleiding | Lekkage - plafond - buren
jul-2022 - jun-2023_32,08-11-2022,SMIT Herstel Tuinonderhoud (162390-1),"877,25",,jul-2022 - jun-2023,51,Geboekt - Betaald,08-11-2022,"€877,25",V08221000,0000115V08221000,NL64ABNA0101866771,"Tuinonderhoud | Tuin, tekening"
jul-2022 - jun-2023_33,14-11-2022,SIBERG MOLUKSTR449 Herstel Intercom (161021-2),"135,64",,jul-2022 - jun-2023,55,Geboekt - Betaald,14-11-2022,"€135,64",8222781,0000000428222781,NL94INGB0004963467,Intercom / bellen (incl. elektrische deuropeners) | Intercom - Defect
jul-2022 - jun-2023_34,16-11-2022,DELTA MOLUKSTR479 Herstel Waterleiding (160980-1),"1.237,20",,jul-2022 - jun-2023,59,Geboekt - Betaald,16-11-2022,"€1.237,20",2202893,0000000552202893,NL17RABO0324668449,Waterleiding | Lekkage - Waterleiding - Plafond
jul-2022 - jun-2023_35,17-11-2022,GEEL MOLUKSTR465 Herstel WTD (161939-1),"152,85",,jul-2022 - jun-2023,60,Geboekt - Betaald,17-11-2022,"€152,85",202207174,0000109202207174,NL15INGB0655815198,Kozijnen / ramen / deuren | WTD - Hout - Gat
jul-2022 - jun-2023_36,17-11-2022,BREMAN MOLUKSTR525 Herstel Mech. ven (158924-1),"542,08",,jul-2022 - jun-2023,58,Geboekt - Betaald,17-11-2022,"€542,08",VF03100455067,000034VF03100455,NL66RABO0323325572,Ventilatie (mechanisch / natuurlijk) | Ventilatieschacht - Stank
jul-2022 - jun-2023_37,21-11-2022,GEEL Herstel ATD (161771-1),"63,53",,jul-2022 - jun-2023,61,Geboekt - Betaald,21-11-2022,"€63,53",202207317,0000109202207317,NL15INGB0655815198,Hang- en sluitwerk + drangers | ATD - dranger - afstellen
jul-2022 - jun-2023_38,24-11-2022,SIBERG Nazien verlichting (161739-1),"54,00",,jul-2022 - jun-2023,63,Geboekt - Betaald,24-11-2022,"€54,00",8222911,0000000428222911,NL94INGB0004963467,Algemene verlichting | Verlichting- trappenhuis -stuk
jul-2022 - jun-2023_39,25-11-2022,GELDEREN Herstel Kozijnen / ramen / deu (45720-3),"2.612,60",,jul-2022 - jun-2023,64,Geboekt - Betaald,25-11-2022,"€2.612,60",222790,0000000081222790,NL78RABO0344749940,Kozijnen / ramen / deuren | Offerte
jul-2022 - jun-2023_40,30-11-2022,Waleveld Sum 36D naamplaatje (160929-1),"34,49",,jul-2022 - jun-2023,65,Geboekt - Betaald,30-11-2022,"€34,49",22-22635,0000010222-22635,NL92RABO0307802000,Naamplaatjes | Graag naamplaatje leveren en plaatsen met de tekst: Alina LUCA
jul-2022 - jun-2023_41,02-12-2022,Smit 50% afronden werkzaamheden tuin (162390-1),"877,25",,jul-2022 - jun-2023,68,Geboekt - Betaald,02-12-2022,"€877,25",V08221087,0000115V08221087,NL64ABNA0101866771,"Tuinonderhoud | Tuin, tekening"
jul-2022 - jun-2023_42,05-12-2022,Bouwzorg Mol 475 boxdeur klemt (162310-1),"358,86",,jul-2022 - jun-2023,69,Geboekt - Betaald,05-12-2022,"€358,86",7223703,0000001047223703,NL40INGB0650467817,Kozijnen / ramen / deuren | deur - box- klemt
jul-2022 - jun-2023_43,12-12-2022,Bouwzorg herstel gaten gevel ivm muizen (163149-1),"182,80",,jul-2022 - jun-2023,71,Geboekt - Betaald,12-12-2022,"€182,80",7223844,0000001047223844,NL40INGB0650467817,Gevels | Gaten - Gevel - Balkon
jul-2022 - jun-2023_44,15-12-2022,"HRT Tidor 60 valpijp riool, tpl toilet(163482-1)","443,03",,jul-2022 - jun-2023,73,Geboekt - Betaald,15-12-2022,"€443,03",72204704,0000005672204704,NL50RABO0126213518,Rioolvervanging | Toilet - terugplaatsen - valpijp
jul-2022 - jun-2023_45,15-12-2022,SKK Mol 465 herstel bovenlicht(161940-1),"0,00",,jul-2022 - jun-2023,74,Geboekt - creditnota,15-12-2022,"€0,00",VF2022-42812,-,NL50RABO0326198903,Kozijnen overig (kunststof e.d.) | Raam - Aliminium - Sluiting
jul-2022 - jun-2023_46,19-12-2022,GeelRonitz ATD hersteld (159466-2),"815,59",,jul-2022 - jun-2023,75,Geboekt - Betaald,19-12-2022,"€815,59",202208414,0000109202208414,NL15INGB0655815198,Kozijnen / ramen / deuren | ATD - Slot - Defect
jul-2022 - jun-2023_47,29-12-2022,Siberg verv sensor lamp (163251-1),"189,17",,jul-2022 - jun-2023,77,Geboekt - Betaald,29-12-2022,"€189,17",8223198,0000000428223198,NL94INGB0004963467,Algemene verlichting | Verlichting - Defect
jul-2022 - jun-2023_48,09-01-2023,YS Sum 32C leveren cilinder tbv Accuraat(163481-2),"58,08",,jul-2022 - jun-2023,79,Geboekt - Betaald,09-01-2023,"€58,08",PF000010867,000048PF00001086,NL29INGB0004500201,Hang- en sluitwerk + drangers | ATD - slot - stuk
jul-2022 - jun-2023_49,11-01-2023,Delta Moluk515 watersl standleiding (156962-1),"481,08",,jul-2022 - jun-2023,81,Geboekt - Betaald,11-01-2023,"€481,08",2300013,0000000552300013,NL17RABO0324668449,Waterleiding | Waterslag
jul-2022 - jun-2023_50,17-01-2023,Accuraat Sum32C slot ATD hersteld (163481-1),"145,81",,jul-2022 - jun-2023,84,Geboekt - Betaald,17-01-2023,"€145,81",20230106,0000003820230106,NL44RABO0310959535,Hang- en sluitwerk + drangers | ATD - slot - stuk
jul-2022 - jun-2023_51,18-01-2023,GeelRonitz Mol501 deur berging hersteld (165583-1),"70,54",,jul-2022 - jun-2023,96,Geboekt - Betaald,18-01-2023,"€70,54",202300890,0000109202300890,NL15INGB0655815198,Kozijnen / ramen / deuren | Toegansdeur - Bergingen - Defect
jul-2022 - jun-2023_52,18-01-2023,SOS naz alg ruimte ivm lekkage (164339-1),"225,23",,jul-2022 - jun-2023,85,Geboekt - Betaald,18-01-2023,"€225,23",22009674,0000001222009674,NL42RABO0393531015,Waterleiding | Bon achteraf
jul-2022 - jun-2023_53,23-01-2023,GeelRonitz ATD plts sluitplaat (165743-1),"88,18",,jul-2022 - jun-2023,103,Geboekt - Betaald,23-01-2023,"€88,18",202301505,0000109202301505,NL15INGB0655815198,Kozijnen / ramen / deuren | ATD - Slot - Sluit Niet
jul-2022 - jun-2023_54,26-01-2023,Bouwzorg Mol431naz bergingsdeur (165290-1),"131,44",,jul-2022 - jun-2023,87,Geboekt - Betaald,26-01-2023,"€131,44",7230246,0000001047230246,NL40INGB0650467817,Hang- en sluitwerk + drangers | Bergingsdeur - Slot - Sluit Niet
jul-2022 - jun-2023_55,27-01-2023,Siberg Sum 30C draadbreuk beg gr herst (164609-1),"114,35",,jul-2022 - jun-2023,88,Geboekt - Betaald,27-01-2023,"€114,35",8230315,0000000428230315,NL94INGB0004963467,Intercom / bellen (incl. elektrische deuropeners) | Intercom - praatfunctie - stuk
jul-2022 - jun-2023_56,31-01-2023,RRS Sum 227C naz stank standleiding (164473-1),"602,19",,jul-2022 - jun-2023,92,Geboekt - Betaald,31-01-2023,"€602,19",2309385,-,NL93RABO0102353654,Rioolinspectie | Rioolstank badkamer
jul-2022 - jun-2023_57,31-01-2023,RRS Mol483 hoge waterdruk,"267,47",,jul-2022 - jun-2023,89,Geboekt - Betaald,31-01-2023,"€267,47",2308172,-,NL93RABO0102353654,-
jul-2022 - jun-2023_58,01-02-2023,GeelRonitz verzakking tegels ATD herst (161836-1),"688,79",,jul-2022 - jun-2023,102,Geboekt - Betaald,01-02-2023,"€688,79",202301480,0000109202301480,NL15INGB0655815198,Gevels | Verzakking - Tegels - ATD
jul-2022 - jun-2023_59,02-02-2023,Waleveld Sum 22B naamplaatje (165399-1),"35,70",,jul-2022 - jun-2023,90,Geboekt - Betaald,02-02-2023,"€35,70",23-30366,0000010223-30366,NL92RABO0307802000,Naamplaatjes | Naamplaatje leveren en plaatsen met de tekst: A.W.R. Tempelman
jul-2022 - jun-2023_60,06-02-2023,YS leveren cilinder ATD(165943-4),"62,92",,jul-2022 - jun-2023,116,Geboekt - Betaald,06-02-2023,"€62,92",PF000011144,000048PF00001114,NL29INGB0004500201,Sleutelsymere | slot - ATD - defect
jul-2022 - jun-2023_61,09-02-2023,YS hek Sumatr. nw cilinder (166076-2),"79,86",,jul-2022 - jun-2023,94,Geboekt - Betaald,09-02-2023,"€79,86",PF000011206,000048PF00001120,NL29INGB0004500201,Sleutelsymere | Slot - tuin - stuk
jul-2022 - jun-2023_62,09-02-2023,Bouwzorg Tid84 rep gevellekkage(156774-1),"6.465,26",,jul-2022 - jun-2023,95,Geboekt - Betaald,09-02-2023,"€6.465,26",7230452,0000001047230452,NL40INGB0650467817,Gevels | lekkage - keuken - buitengevel
jul-2022 - jun-2023_63,10-02-2023,Hacar Mol481 pijpdakventilator+voeding (162364-2),"1.071,07",,jul-2022 - jun-2023,150,Geboekt - Betaald,10-02-2023,"€1.071,07",23-00328/00031,00011823-00328/0,NL68ABNA0861961803,Ventilatie (mechanisch / natuurlijk) | MV - uitgevallen
jul-2022 - jun-2023_64,14-02-2023,Hacar naz beweginsmelder trappenhuis (165136-1),"235,26",,jul-2022 - jun-2023,112,Geboekt - Betaald,14-02-2023,"€235,26",3602677/00031,0001173602677/00,NL68ABNA0861961803,Algemene verlichting | Verlichting - Trappenhuis
jul-2022 - jun-2023_65,15-02-2023,Accuraat slot hek tuin hersteld (166076-1),"294,04",,jul-2022 - jun-2023,97,Geboekt - Betaald,15-02-2023,"€294,04",20230443,0000003820230443,NL44RABO0310959535,Hang- en sluitwerk + drangers | Slot - tuin - stuk
jul-2022 - jun-2023_66,15-02-2023,Hacar Mol451 naz kap luchtschacht (165378-2),"393,04",,jul-2022 - jun-2023,125,Geboekt - Betaald,15-02-2023,"€393,04",23-00157/00031,00011823-00157/0,NL68ABNA0861961803,Rookgasafvoer | Lekkage - Toilet - Luchtschacht
jul-2022 - jun-2023_67,22-02-2023,Delta Tid58 naz lekkage RGA (159721-3),"242,67",,jul-2022 - jun-2023,99,Geboekt - Betaald,22-02-2023,"€242,67",2300525,0000000552300525,NL17RABO0324668449,Waterleiding | Lekkage - Afvoer - RGA
jul-2022 - jun-2023_68,24-02-2023,Bouwzorg Sum ATD cilinder (165943-3),"393,41",,jul-2022 - jun-2023,100,Geboekt - Betaald,24-02-2023,"€393,41",7230691,0000001047230691,NL40INGB0650467817,Hang- en sluitwerk + drangers | slot - ATD - defect
jul-2022 - jun-2023_69,03-03-2023,GeelRonitz Sum231D herst balkondeur (167081-1),"141,09",,jul-2022 - jun-2023,107,Geboekt - Betaald,03-03-2023,"€141,09",202301549,0000109202301549,NL15INGB0655815198,Kozijnen / ramen / deuren | balkon-deur-klemt
jul-2022 - jun-2023_70,03-03-2023,GeelRonitz Sum 231D 2 ramen afkitten (167079-1),"155,67",,jul-2022 - jun-2023,106,Geboekt - Betaald,03-03-2023,"€155,67",202301548,0000109202301548,NL15INGB0655815198,Kozijnen / ramen / deuren | raam-lekkage-woonkamer
jul-2022 - jun-2023_71,04-03-2023,Accuraat ATD afstellen (167266-1),"62,92",,jul-2022 - jun-2023,104,Geboekt - Betaald,04-03-2023,"€62,92",20230611,0000003820230611,NL44RABO0310959535,Hang- en sluitwerk + drangers | Dranger - ATD - Afstellen
jul-2022 - jun-2023_72,04-03-2023,Accuraat TID ATD dranger verv bergingen (167266-2),"342,88",,jul-2022 - jun-2023,105,Geboekt - Betaald,04-03-2023,"€342,88",20230610,0000003820230610,NL44RABO0310959535,Hang- en sluitwerk + drangers | Dranger - ATD - Afstellen
jul-2022 - jun-2023_73,09-03-2023,VDLeij ATD berging herstellen (165058-1),"946,55",,jul-2022 - jun-2023,110,Geboekt - Betaald,09-03-2023,"€946,55",202300710,0000116202300710,NL54ABNA0243202741,Kozijnen / ramen / deuren | ATD - bergingen - sluit niet
jul-2022 - jun-2023_74,16-03-2023,GeelRonitz atd dranger (167648-1),"70,54",,jul-2022 - jun-2023,129,Geboekt - Betaald,16-03-2023,"€70,54",202302601,0000109202302601,NL15INGB0655815198,Hang- en sluitwerk + drangers | ATD - dranger
jul-2022 - jun-2023_75,21-03-2023,GeelRonitz naz ATD gebruikersgedrag (159466-2),"70,54",,jul-2022 - jun-2023,137,Geboekt - Betaald,21-03-2023,"€70,54",202302934,0000109202302934,NL15INGB0655815198,Kozijnen / ramen / deuren | ATD - Slot - Defect
jul-2022 - jun-2023_76,22-03-2023,Accuraat slot ATD (167878-1),"233,68",,jul-2022 - jun-2023,114,Geboekt - Betaald,22-03-2023,"€233,68",20230738,0000003820230738,NL44RABO0310959535,Hang- en sluitwerk + drangers | ATD - Slot - Dagschoot
jul-2022 - jun-2023_77,22-03-2023,vanderLeij haak ATD vervangen (167195-1),"330,90",,jul-2022 - jun-2023,115,Geboekt - Betaald,22-03-2023,"€330,90",202300841,0000116202300841,NL54ABNA0243202741,Gevels | ATD-haak
jul-2022 - jun-2023_78,23-03-2023,Bouwzorg Sum20B rep schuifventilatorroo (164774-1),"540,20",,jul-2022 - jun-2023,118,Geboekt - Betaald,23-03-2023,"€540,20",7231062,0000001047231062,NL40INGB0650467817,Kozijnen / ramen / deuren | Ventilatierooster - Keukenraam - Sluit niet
jul-2022 - jun-2023_79,28-03-2023,Accuraat Mol541 hek binnenterrein slot (167449-1),"220,97",,jul-2022 - jun-2023,119,Geboekt - Betaald,28-03-2023,"€220,97",20230807,0000003820230807,NL44RABO0310959535,Hang- en sluitwerk + drangers | Hek binnentuin - slot - stuk
jul-2022 - jun-2023_80,29-03-2023,Alpha Vent. onderzoekskosten Sumatra 30b,"121,00",,jul-2022 - jun-2023,128,Geboekt - Betaald,29-03-2023,"€121,00",23701935,0000011923701935,NL52INGB0007614166,-
jul-2022 - jun-2023_81,30-03-2023,Bouwzorg ATD cilinder/deurbesl hersteld (167351-1),"554,11",,jul-2022 - jun-2023,126,Geboekt - Betaald,30-03-2023,"€554,11",7231165,0000001047231165,NL40INGB0650467817,Hang- en sluitwerk + drangers | ATD-slot
jul-2022 - jun-2023_82,30-03-2023,Accuraat herst hek binnentuin (167449-2),"79,26",,jul-2022 - jun-2023,124,Geboekt - Betaald,30-03-2023,"€79,26",20230843,0000003820230843,NL44RABO0310959535,Hang- en sluitwerk + drangers | Hek binnentuin - slot - stuk
jul-2022 - jun-2023_83,06-04-2023,Bouwzorg Sym231B plts tochtprofiel (167859-1),"353,09",,jul-2022 - jun-2023,130,Geboekt - Betaald,06-04-2023,"€353,09",7231283,0000001047231283,NL40INGB0650467817,Kozijnen / ramen / deuren | Raam - tocht - slotwerk
jul-2022 - jun-2023_84,14-04-2023,RRS Sum229A herstel leiding/HWAbuis (168064-1),"515,11",,jul-2022 - jun-2023,136,Geboekt - Betaald,14-04-2023,"€515,11",2323443,-,NL93RABO0102353654,Rioolvervanging | Leiding - RRS - Werkbon
jul-2022 - jun-2023_85,14-04-2023,RRS Sum227A camerarioolinspectie (168610-1),"259,18",,jul-2022 - jun-2023,135,Geboekt - Betaald,14-04-2023,"€259,18",2323445,-,NL93RABO0102353654,Rioolinspectie | Camerainspectie
jul-2022 - jun-2023_86,19-04-2023,GeelRonitz Sum28c naz raam sluit niet (167910-1),"70,54",,jul-2022 - jun-2023,157,Geboekt - Betaald,19-04-2023,"€70,54",202303681,0000109202303681,NL15INGB0655815198,Kozijnen / ramen / deuren | raam-kozijn-sluit niet
jul-2022 - jun-2023_87,21-04-2023,YS Sum26B levering cilinder (168831-2),"62,92",,jul-2022 - jun-2023,139,Geboekt - Betaald,21-04-2023,"€62,92",PF000011792,000048PF00001179,NL29INGB0004500201,Sleutelsymere | Spoed - Berging - Slot
jul-2022 - jun-2023_88,28-04-2023,YS Mol 431 leveren cilinder(168940-2),"125,84",,jul-2022 - jun-2023,140,Geboekt - Betaald,28-04-2023,"€125,84",PF000011840,000048PF00001184,NL29INGB0004500201,Sleutelsymere | ATD - Slot - Defect
jul-2022 - jun-2023_89,30-04-2023,RRS Mol511 camerarioolinspectie (159640-2),"129,59",,jul-2022 - jun-2023,143,Geboekt - Betaald,30-04-2023,"€129,59",2326298,-,NL93RABO0102353654,Rioolinspectie | Inspectie - Camera - Werkbon
jul-2022 - jun-2023_90,02-05-2023,"GeelRonitz herstel gevel, metselwerk (160657-3)","3.615,48",,jul-2022 - jun-2023,142,Geboekt - Betaald,02-05-2023,"€3.615,48",202303432,0000109202303432,NL15INGB0655815198,Gevels | Balkon - muur - barsten
jul-2022 - jun-2023_91,03-05-2023,Hacar Tid 90 naz verlichting ATD (169144-1),"143,52",,jul-2022 - jun-2023,146,Geboekt - Betaald,03-05-2023,"€143,52",3604405/00031,0001173604405/00,NL68ABNA0861961803,Algemene verlichting | algemene verlichting-hal
jul-2022 - jun-2023_92,05-05-2023,Siberg verv armatuur+2 lampenen (165009-2),"274,85",,jul-2022 - jun-2023,147,Geboekt - Betaald,05-05-2023,"€274,85",8231003,0000000428231003,NL94INGB0004963467,Algemene verlichting | Verlichting - trappenhuis - werkt niet
jul-2022 - jun-2023_93,06-05-2023,Bouwzorg Sum28C herstel raam (167910-3),"261,26",,jul-2022 - jun-2023,149,Geboekt - Betaald,06-05-2023,"€261,26",7231644,0000001047231644,NL40INGB0650467817,Kozijnen / ramen / deuren | raam-kozijn-sluit niet
jul-2022 - jun-2023_94,08-05-2023,VDLeij Tid90 afstellen deurdranger ATD (167592-1),"148,30",,jul-2022 - jun-2023,154,Geboekt - Betaald,08-05-2023,"€148,30",202301313,0000116202301313,NL54ABNA0243202741,Hang- en sluitwerk + drangers | ATD - Slot - Defect
jul-2022 - jun-2023_95,12-05-2023,Bouwzorg Mol519 slot hersteld (169050-1),"139,15",,jul-2022 - jun-2023,155,Geboekt - Betaald,12-05-2023,"€139,15",7231807,0000001047231807,NL40INGB0650467817,Hang- en sluitwerk + drangers | deur - berging - slot
jul-2022 - jun-2023_96,22-05-2023,Hacar;Herstel sponningopener (15-05-23 (169830-1),"187,05",,jul-2022 - jun-2023,158,Geboekt - Betaald,22-05-2023,"€187,05",3604956/00031,0001173604956/00,NL68ABNA0861961803,Intercom / bellen (incl. elektrische deuropeners) | INtercom - deuropener - stuk
jul-2022 - jun-2023_97,23-05-2023,GeelRonitz Mol541 hek binnentuin herstel(168442-1),"105,81",,jul-2022 - jun-2023,172,Geboekt - Betaald,23-05-2023,"€105,81",202304280,0000109202304280,NL15INGB0655815198,Hang- en sluitwerk + drangers | Hek binnentuin - scharnier - stuk
jul-2022 - jun-2023_98,23-05-2023,Bouwz;Herstel ATD 24-04-23 (169099-1),"486,93",,jul-2022 - jun-2023,159,Geboekt - Betaald,23-05-2023,"€486,93",7231928,0000001047231928,NL40INGB0650467817,Hang- en sluitwerk + drangers | ATD bergingen-slot
